"handle","name","dataset_id","type","geo_age","cc"
"FERRY01","Ferry Lake",15489,"Core top_33681",-50,0
"FERRY01","Ferry Lake",15489,"Radiocarbon_33677",250,1
"FERRY01","Ferry Lake",15489,"Radiocarbon_33678",1198,1
"FERRY01","Ferry Lake",15489,"Radiocarbon_33679",1554,1
"FERRY01","Ferry Lake",15489,"Radiocarbon_33680",2237,1
"HEMLOCK","Hemlock Lake",15740,"Core top_37151",-32,0
"HEMLOCK","Hemlock Lake",15740,"Ambrosia rise_37152",70,0
"HEMLOCK","Hemlock Lake",15740,"Radiocarbon_37153",1815,1
"HEMLOCK","Hemlock Lake",15740,"Radiocarbon_37154",9230,1
"WARNERWI","Warner Lake",15882,"Core top_34717",-54,0
"WARNERWI","Warner Lake",15882,"Presettlement_paleon",43,0
"WARNERWI","Warner Lake",15882,"Radiocarbon_34718",475,1
"WARNERWI","Warner Lake",15882,"Radiocarbon_34719",700,1
"WARNERWI","Warner Lake",15882,"Radiocarbon_34720",1500,1
"WARNERWI","Warner Lake",15882,"Radiocarbon_34721",1910,1
"OPINES","Lake O' Pines",15925,"Core top_34866",-46,0
"OPINES","Lake O' Pines",15925,"Radiocarbon_34867",310,1
"OPINES","Lake O' Pines",15925,"Radiocarbon_34868",2970,1
"OPINES","Lake O' Pines",15925,"Radiocarbon_34869",3760,1
"OPINES","Lake O' Pines",15925,"Radiocarbon_34870",5140,1
"OPINES","Lake O' Pines",15925,"Radiocarbon_34871",7620,1
"OPINES","Lake O' Pines",15925,"Radiocarbon_34872",11050,1
"LIMABOG","Lima Bog",16129,"Core top_35463",-30,0
"LIMABOG","Lima Bog",16129,"Radiocarbon_35464",3975,1
"LIMABOG","Lima Bog",16129,"Radiocarbon_35465",7090,1
"LIMABOG","Lima Bog",16129,"Radiocarbon_35466",8070,1
"LIMABOG","Lima Bog",16129,"Radiocarbon_35467",8960,1
"LIMABOG","Lima Bog",16129,"Radiocarbon_35468",10180,1
"CAPITOLA","Capitola Lake",17304,"Core top_36997",-35,0
"CAPITOLA","Capitola Lake",17304,"Radiocarbon_36998",2920,1
"CAPITOLA","Capitola Lake",17304,"Radiocarbon_36999",3040,1
"CAPITOLA","Capitola Lake",17304,"Radiocarbon_37000",3940,1
"CAPITOLA","Capitola Lake",17304,"Radiocarbon_37001",4620,1
"CAPITOLA","Capitola Lake",17304,"Radiocarbon_37002",6970,1
"BEAVERWI","Beaver Lake",17387,"Core top_37379",-30,0
"BEAVERWI","Beaver Lake",17387,"Ambrosia rise_37380",80,0
"BEAVERWI","Beaver Lake",17387,"Radiocarbon_rc_37381",110,1
"BEAVERWI","Beaver Lake",17387,"Radiocarbon_rc_37382",2480,1
"BEAVERWI","Beaver Lake",17387,"Radiocarbon_37383",4690,1
"BEAVERWI","Beaver Lake",17387,"Radiocarbon_rc_37384",5290,1
"LONESTAR","Lone Star Lake",19931,"Core top_39881",-52,0
"LONESTAR","Lone Star Lake",19931,"Presettlement_paleon",43,0
"LONESTAR","Lone Star Lake",19931,"Radiocarbon_39883",745,1
"LONESTAR","Lone Star Lake",19931,"Radiocarbon_39884",910,1
"LONESTAR","Lone Star Lake",19931,"Radiocarbon_39885",1334,1
"LONESTAR","Lone Star Lake",19931,"Radiocarbon_39886",1430,1
"LONESTAR","Lone Star Lake",19931,"Radiocarbon_39887",1450,1
"LONESTAR","Lone Star Lake",19931,"Radiocarbon_39888",1930,1
"LONESTAR","Lone Star Lake",19931,"Radiocarbon_39889",2288,1
"LONESTAR","Lone Star Lake",19931,"Radiocarbon_39890",2450,1
"LONESTAR","Lone Star Lake",19931,"Radiocarbon_39891",2840,1
"LONESTAR","Lone Star Lake",19931,"Radiocarbon_39892",3710,1
"LILY04","Lily Lake",19933,"Core top_39893",-54,0
"LILY04","Lily Lake",19933,"Presettlement_paleon",43,0
"LILY04","Lily Lake",19933,"Radiocarbon_39895",660,1
"LILY04","Lily Lake",19933,"Radiocarbon_39896",918,1
"LILY04","Lily Lake",19933,"Radiocarbon_39897",870,1
"LILY04","Lily Lake",19933,"Radiocarbon_39898",1340,1
"LILY04","Lily Lake",19933,"Radiocarbon_39899",1380,1
"LILY04","Lily Lake",19933,"Radiocarbon_39900",1320,1
"LILY04","Lily Lake",19933,"Radiocarbon_39901",1310,1
"LILY04","Lily Lake",19933,"Radiocarbon_39902",1820,1
"LILY04","Lily Lake",19933,"Radiocarbon_39903",2270,1
"LILY04","Lily Lake",19933,"Radiocarbon_39904",2490,1
"LILY04","Lily Lake",19933,"Radiocarbon_39905",2893,1
"LILY04","Lily Lake",19933,"Radiocarbon_39906",3820,1
"CAMP11LK","Camp 11 Lake",332,"Core top_927",0,0
"CAMP11LK","Camp 11 Lake",332,"Presettlement_paleon",43,0
"CAMP11LK","Camp 11 Lake",332,"Radiocarbon_929",1055,1
"CAMP11LK","Camp 11 Lake",332,"Radiocarbon_930",1855,1
"CAMP11LK","Camp 11 Lake",332,"Radiocarbon_931",2430,1
"CAMP11LK","Camp 11 Lake",332,"Radiocarbon_932",2280,1
"CAMP11LK","Camp 11 Lake",332,"Radiocarbon_933",3900,1
"CAMP11LK","Camp 11 Lake",332,"Radiocarbon_934",3920,1
"CAMP11LK","Camp 11 Lake",332,"Radiocarbon_935",5795,1
"CAMP11LK","Camp 11 Lake",332,"Radiocarbon_936",7160,1
"CAMP11LK","Camp 11 Lake",332,"Radiocarbon_937",8450,1
"CAMP11LK","Camp 11 Lake",332,"Radiocarbon_938",8715,1
"CAMP11LK","Camp 11 Lake",332,"Radiocarbon_939",10200,1
"CHIPPEWA","Chippewa Bog",369,"Radiocarbon_1175",1200,1
"CHIPPEWA","Chippewa Bog",369,"Radiocarbon_1176",4130,1
"CHIPPEWA","Chippewa Bog",369,"Radiocarbon_1177",8410,1
"CHIPPEWA","Chippewa Bog",369,"Radiocarbon_1178",9540,1
"CUB2","Cub Lake",532,"Core top_1633",20,0
"CUB2","Cub Lake",532,"Presettlement_paleon",43,0
"CUB2","Cub Lake",532,"Radiocarbon_rc_1635",780,1
"CUB2","Cub Lake",532,"Radiocarbon_rc_1636",1160,1
"CUB2","Cub Lake",532,"Radiocarbon_rc_1637",2440,1
"CUB2","Cub Lake",532,"Radiocarbon_rc_1638",4030,1
"CUB2","Cub Lake",532,"Radiocarbon_rc_1639",8220,1
"DEMONTLK","Demont Lake",679,"Core top_1849",0,0
"DEMONTLK","Demont Lake",679,"Presettlement_paleon",110,0
"DEMONTLK","Demont Lake",679,"Radiocarbon_1851",640,1
"DEMONTLK","Demont Lake",679,"Radiocarbon_1852",3935,1
"DEMONTLK","Demont Lake",679,"Radiocarbon_1853",7055,1
"DEMONTLK","Demont Lake",679,"Radiocarbon_1854",10770,1
"DEMONTLK","Demont Lake",679,"Radiocarbon_1855",11410,1
"FRAINSLK","Frains Lake",847,"Core top_2359",10,0
"FRAINSLK","Frains Lake",847,"Presettlement_paleon",110,0
"FRAINSLK","Frains Lake",847,"Radiocarbon_2361",1240,1
"FRAINSLK","Frains Lake",847,"Radiocarbon_2362",1740,1
"FRAINSLK","Frains Lake",847,"Radiocarbon_2363",4620,1
"FRAINSLK","Frains Lake",847,"Radiocarbon_2364",8000,1
"FRAINSLK","Frains Lake",847,"Radiocarbon_2365",9600,1
"FRAINSLK","Frains Lake",847,"Radiocarbon_2366",9960,1
"FRAINSLK","Frains Lake",847,"Radiocarbon_2367",12570,1
"GREENLK","Green Lake",982,"Core top_2712",-22,0
"GREENLK","Green Lake",982,"Radiocarbon_2713",4215,1
"GREENLK","Green Lake",982,"Radiocarbon_rc_2714",10645,1
"GREENLK","Green Lake",982,"Radiocarbon_rc_2715",14015,1
"KITCHNER","Kitchner Lake",1524,"Core top_3629",-30,0
"KITCHNER","Kitchner Lake",1524,"Presettlement_paleon",90,0
"KITCHNER","Kitchner Lake",1524,"Radiocarbon_rc_3631",3615,1
"KITCHNER","Kitchner Lake",1524,"Radiocarbon_rc_3632",5210,1
"KITCHNER","Kitchner Lake",1524,"Radiocarbon_rc_3633",9470,1
"LAKE16","Lake Sixteen",1580,"Core top_3806",0,0
"LAKE16","Lake Sixteen",1580,"Radiocarbon_3807",3030,1
"LAKE16","Lake Sixteen",1580,"Radiocarbon_3808",3780,1
"LAKE16","Lake Sixteen",1580,"Radiocarbon_3809",5805,1
"LAKE16","Lake Sixteen",1580,"Radiocarbon_3810",7630,1
"LAKE16","Lake Sixteen",1580,"Radiocarbon_3811",10690,1
"LAKE27","Lake 27",1581,"Radiocarbon_rc_3813",155,1
"LAKE27","Lake 27",1581,"Presettlement_paleon",43,0
"LAKE27","Lake 27",1581,"Radiocarbon_rc_3814",715,1
"LAKE27","Lake 27",1581,"Radiocarbon_rc_3815",3350,1
"LOSTLAKE","Lost Lake",1665,"Core top_4356",0,0
"LOSTLAKE","Lost Lake",1665,"Presettlement_paleon",43,0
"RYERSE","Ryerse Lake",2318,"Radiocarbon_6218",870,1
"RYERSE","Ryerse Lake",2318,"Radiocarbon_6219",2700,1
"RYERSE","Ryerse Lake",2318,"Radiocarbon_6220",4060,1
"RYERSE","Ryerse Lake",2318,"Radiocarbon_6221",6200,1
"RYERSE","Ryerse Lake",2318,"Radiocarbon_6222",8670,1
"RYERSE","Ryerse Lake",2318,"Radiocarbon_6223",8960,1
"SPIRIT","Spirit Lake",2586,"Core top_6718",-20,0
"SPIRIT","Spirit Lake",2586,"Presettlement_paleon",99,0
"SPIRIT","Spirit Lake",2586,"Radiocarbon_6720",1080,1
"SPIRIT","Spirit Lake",2586,"Radiocarbon_6721",2855,1
"SPIRIT","Spirit Lake",2586,"Radiocarbon_6722",4525,1
"SPIRIT","Spirit Lake",2586,"Radiocarbon_6723",5565,1
"SPIRIT","Spirit Lake",2586,"Radiocarbon_6724",8105,1
"SPIRIT","Spirit Lake",2586,"Radiocarbon_6725",11060,1
"VESTABRG","Vestaburg Bog",3831,"Core top_8448",0,0
"VESTABRG","Vestaburg Bog",3831,"Presettlement_paleon",110,0
"WINTERGR","Wintergreen Lake",2961,"Core top_7478",-20,0
"WINTERGR","Wintergreen Lake",2961,"Presettlement_paleon",110,0
"WINTERGR","Wintergreen Lake",2961,"Radiocarbon_7481",2450,1
"WINTERGR","Wintergreen Lake",2961,"Radiocarbon_7482",3375,1
"WINTERGR","Wintergreen Lake",2961,"Radiocarbon_7483",5500,1
"WINTERGR","Wintergreen Lake",2961,"Radiocarbon_7484",8945,1
"WINTERGR","Wintergreen Lake",2961,"Radiocarbon_7485",9740,1
"WINTERGR","Wintergreen Lake",2961,"Radiocarbon_7486",11425,1
"WINTERGR","Wintergreen Lake",2961,"Radiocarbon_7487",11920,1
"WINTERGR","Wintergreen Lake",2961,"Radiocarbon_7488",13195,1
"WOLVERIN","Wolverine Lake",3032,"Core top_7536",-30,0
"WOLVERIN","Wolverine Lake",3032,"Presettlement_paleon",43,0
"WOLVERIN","Wolverine Lake",3032,"Radiocarbon_7537",2250,1
"WOLVERIN","Wolverine Lake",3032,"Radiocarbon_7538",5040,1
"WOLVERIN","Wolverine Lake",3032,"Radiocarbon_7539",6670,1
"WOLVERIN","Wolverine Lake",3032,"Radiocarbon_7540",7940,1
"WOLVERIN","Wolverine Lake",3032,"Radiocarbon_7541",9980,1
"YELLOWDG","Yellow Dog Pond",3047,"Core top_7632",0,0
"YELLOWDG","Yellow Dog Pond",3047,"Radiocarbon_7634",2170,1
"YELLOWDG","Yellow Dog Pond",3047,"Radiocarbon_7635",2475,1
"YELLOWDG","Yellow Dog Pond",3047,"Radiocarbon_7636",2760,1
"YELLOWDG","Yellow Dog Pond",3047,"Radiocarbon_7637",3050,1
"YELLOWDG","Yellow Dog Pond",3047,"Radiocarbon_7638",4390,1
"YELLOWDG","Yellow Dog Pond",3047,"Radiocarbon_7639",5175,1
"YELLOWDG","Yellow Dog Pond",3047,"Radiocarbon_7640",7440,1
"YELLOWDG","Yellow Dog Pond",3047,"Radiocarbon_7641",8050,1
"YELLOWDG","Yellow Dog Pond",3047,"Radiocarbon_7642",9100,1
"CANYONMI","Canyon Lake",15682,"Core top_34063",-20,0
"CANYONMI","Canyon Lake",15682,"Radiocarbon_34064",1690,1
"CANYONMI","Canyon Lake",15682,"Radiocarbon_34065",2830,1
"CANYONMI","Canyon Lake",15682,"Radiocarbon_34066",4630,1
"CANYONMI","Canyon Lake",15682,"Radiocarbon_34067",5600,1
"CANYONMI","Canyon Lake",15682,"Radiocarbon_34068",6740,1
"CANYONMI","Canyon Lake",15682,"Radiocarbon_34069",8275,1
"CANYONMI","Canyon Lake",15682,"Radiocarbon_34070",8665,1
"CANYONMI","Canyon Lake",15682,"Radiocarbon_34071",9725,1
"LTDOLLAR","Little Dollar Lake",12001,"Core top_17376",-29,0
"LTDOLLAR","Little Dollar Lake",12001,"Presettlement_paleon",104,0
"LTDOLLAR","Little Dollar Lake",12001,"Radiocarbon_17379",5890,1
"IRWINSMT","Irwin Smith Bog",13047,"Core top_18510",-60,0
"IRWINSMT","Irwin Smith Bog",13047,"Presettlement_paleon",43,0
"IRWINSMT","Irwin Smith Bog",13047,"Radiocarbon_18512",680,1
"IRWINSMT","Irwin Smith Bog",13047,"Radiocarbon_18513",820,1
"IRWINSMT","Irwin Smith Bog",13047,"Radiocarbon_18514",1070,1
"IRWINSMT","Irwin Smith Bog",13047,"Radiocarbon_18515",1730,1
"IRWINSMT","Irwin Smith Bog",13047,"Radiocarbon_18516",2060,1
"IRWINSMT","Irwin Smith Bog",13047,"Radiocarbon_18517",2630,1
"IRWINSMT","Irwin Smith Bog",13047,"Radiocarbon_18518",1680,1
"IRWINSMT","Irwin Smith Bog",13047,"Radiocarbon_18519",3790,1
"IRWINSMT","Irwin Smith Bog",13047,"Radiocarbon_18520",4237,1
"IRWINSMT","Irwin Smith Bog",13047,"Radiocarbon_18521",4510,1
"IRWINSMT","Irwin Smith Bog",13047,"Radiocarbon_18522",4330,1
"IRWINSMT","Irwin Smith Bog",13047,"Radiocarbon_18523",4370,1
"IRWINSMT","Irwin Smith Bog",13047,"Radiocarbon_18524",4424,1
"IRWINSMT","Irwin Smith Bog",13047,"Radiocarbon_18525",4460,1
"IRWINSMT","Irwin Smith Bog",13047,"Radiocarbon_18526",4650,1
"IRWINSMT","Irwin Smith Bog",13047,"Radiocarbon_18527",4560,1
"IRWINSMT","Irwin Smith Bog",13047,"Radiocarbon_18528",4640,1
"IRWINSMT","Irwin Smith Bog",13047,"Radiocarbon_18529",5540,1
"IRWINSMT","Irwin Smith Bog",13047,"Radiocarbon_18530",4820,1
"IRWINSMT","Irwin Smith Bog",13047,"Radiocarbon_18531",5150,1
"IRWINSMT","Irwin Smith Bog",13047,"Radiocarbon_18532",5810,1
"IRWINSMT","Irwin Smith Bog",13047,"Radiocarbon_18533",6090,1
"GLIMML1","Glimmerglass Lake",13097,"Core top_30226",-43,0
"GLIMML1","Glimmerglass Lake",13097,"Radiocarbon_30221",3180,1
"GLIMML1","Glimmerglass Lake",13097,"Radiocarbon_30222",4685,1
"GLIMML1","Glimmerglass Lake",13097,"Radiocarbon_30223",5045,1
"GLIMML1","Glimmerglass Lake",13097,"Radiocarbon_30224",8200,1
"GLIMML1","Glimmerglass Lake",13097,"Radiocarbon_30225",9740,1
"TOWER1","Tower Lake",14410,"Core top_30752",-54,0
"TOWER1","Tower Lake",14410,"Radiocarbon_30753",2400,1
"TOWER1","Tower Lake",14410,"Radiocarbon_30754",3409,1
"TOWER1","Tower Lake",14410,"Radiocarbon_30755",3580,1
"TOWER1","Tower Lake",14410,"Radiocarbon_30756",4160,1
"TOWER1","Tower Lake",14410,"Radiocarbon_30757",4290,1
"TOWER1","Tower Lake",14410,"Radiocarbon_30758",4480,1
"TOWER1","Tower Lake",14410,"Radiocarbon_30759",4750,1
"TOWER1","Tower Lake",14410,"Radiocarbon_30760",4701,1
"TOWER1","Tower Lake",14410,"Radiocarbon_30761",5594,1
"TOWER1","Tower Lake",14410,"Radiocarbon_30762",6756,1
"TOWER1","Tower Lake",14410,"Radiocarbon_30763",7904,1
"TOWER4","Tower Lake",14443,"Core top_30805",-55,0
"TOWER4","Tower Lake",14443,"Radiocarbon_30806",464,1
"TOWER6","Tower Lake",14889,"Core top_31760",-56,0
"TOWER6","Tower Lake",14889,"Radiocarbon_31761",398,1
"TOWER6","Tower Lake",14889,"Radiocarbon_31762",1796,1
"TOWER7","Tower Lake",17993,"Core top_38358",-56,0
"TOWER7","Tower Lake",17993,"Radiocarbon_38355",965,1
"TOWER7","Tower Lake",17993,"Radiocarbon_38356",1772,1
"TOWER7","Tower Lake",17993,"Radiocarbon_38357",2220,1
"NELSONMI","Nelson Lake",14933,"Core top_31859",-46,0
"NELSONMI","Nelson Lake",14933,"Radiocarbon_31860",0,1
"NELSONMI","Nelson Lake",14933,"Ambrosia rise_31861",50,0
"NELSONMI","Nelson Lake",14933,"Radiocarbon_31862",1090,1
"NELSONMI","Nelson Lake",14933,"Radiocarbon_31863",2840,1
"NELSONMI","Nelson Lake",14933,"Radiocarbon_31864",2750,1
"NELSONMI","Nelson Lake",14933,"Radiocarbon_31865",3930,1
"NELSONMI","Nelson Lake",14933,"Radiocarbon_31866",5590,1
"NELSONMI","Nelson Lake",14933,"Radiocarbon_31867",6710,1
"MUDLKMI","Mud Lake",15032,"Core top_32220",-49,0
"MUDLKMI","Mud Lake",15032,"Ambrosia rise_32221",100,0
"MUDLKMI","Mud Lake",15032,"Radiocarbon_32222",1400,1
"MUDLKMI","Mud Lake",15032,"Radiocarbon_32223",2530,1
"MUDLKMI","Mud Lake",15032,"Radiocarbon_32224",4640,1
"MUDLKMI","Mud Lake",15032,"Radiocarbon_32225",5830,1
"MUDLKMI","Mud Lake",15032,"Radiocarbon_32226",6990,1
"MUDLKMI","Mud Lake",15032,"Radiocarbon_32227",7460,1
"MUDLKMI","Mud Lake",15032,"Radiocarbon_32228",8700,1
"LILYMI","Lily Lake",15035,"Core top_32238",-42,0
"LILYMI","Lily Lake",15035,"Radiocarbon_32239",2140,1
"LILYMI","Lily Lake",15035,"Radiocarbon_32240",2690,1
"LILYMI","Lily Lake",15035,"Radiocarbon_32241",3695,1
"LILYMI","Lily Lake",15035,"Radiocarbon_32242",5465,1
"LILYMI","Lily Lake",15035,"Radiocarbon_32243",7900,1
"LILYMI","Lily Lake",15035,"Radiocarbon_32244",9420,1
"ESOLDIER","East Soldier Lake",15309,"Core top_39633",-29,0
"ESOLDIER","East Soldier Lake",15309,"Radiocarbon_39629",2800,1
"ESOLDIER","East Soldier Lake",15309,"Radiocarbon_39630",5150,1
"ESOLDIER","East Soldier Lake",15309,"Radiocarbon_39631",8450,1
"ESOLDIER","East Soldier Lake",15309,"Radiocarbon_39632",8185,1
"GUARD","Guard Lake",15311,"Core top_33307",-28,0
"GUARD","Guard Lake",15311,"Radiocarbon_33308",2785,1
"TROUTLBG","Trout Lake Bog",15316,"Core top_33309",-29,0
"TROUTLBG","Trout Lake Bog",15316,"Radiocarbon_33310",3325,1
"COWDEN","Cowden Lake",15487,"Core top_33673",-54,0
"COWDEN","Cowden Lake",15487,"Radiocarbon_33674",154,1
"COWDEN","Cowden Lake",15487,"Radiocarbon_33675",823,1
"COWDEN","Cowden Lake",15487,"Radiocarbon_33676",2546,1
"HICKSMI","Hicks Lake",15492,"Core top_33682",-54,0
"HICKSMI","Hicks Lake",15492,"Radiocarbon_33683",154,1
"HICKSMI","Hicks Lake",15492,"Radiocarbon_33684",857,1
"HICKSMI","Hicks Lake",15492,"Radiocarbon_33685",2714,1
"MORRIMI","Morrison Lake",15511,"Core top_33711",-54,0
"MORRIMI","Morrison Lake",15511,"Radiocarbon_33712",154,1
"MORRIMI","Morrison Lake",15511,"Radiocarbon_33713",2000,1
"MORRIMI","Morrison Lake",15511,"Radiocarbon_33714",2055,1
"BUCKMI","Buck Lake",15660,"Core top_34011",-33,0
"BUCKMI","Buck Lake",15660,"Settlement_34012",80,0
"BUCKMI","Buck Lake",15660,"Radiocarbon_34013",2940,1
"BUCKMI","Buck Lake",15660,"Radiocarbon_34014",3350,1
"BUCKMI","Buck Lake",15660,"Radiocarbon_34015",5150,1
"BUCKMI","Buck Lake",15660,"Radiocarbon_34016",5700,1
"KERRMI","Kerr Lake",15916,"Core top_34846",-44,0
"KERRMI","Kerr Lake",15916,"Radiocarbon_34847",7520,1
"CROOKEDN","Crooked Lake",15919,"Core top_34851",-44,0
"CROOKEDN","Crooked Lake",15919,"Radiocarbon_34852",1750,1
"CROOKEDN","Crooked Lake",15919,"Radiocarbon_34853",3285,1
"CROOKEDN","Crooked Lake",15919,"Radiocarbon_34854",5220,1
"CROOKEDN","Crooked Lake",15919,"Radiocarbon_34855",6465,1
"CROOKEDN","Crooked Lake",15919,"Radiocarbon_34856",10110,1
"JAYLAKE","Jay Lake",15922,"Core top_34857",-46,0
"JAYLAKE","Jay Lake",15922,"Radiocarbon_34858",810,1
"JAYLAKE","Jay Lake",15922,"Radiocarbon_34859",1820,1
"JAYLAKE","Jay Lake",15922,"Radiocarbon_34860",4730,1
"JAYLAKE","Jay Lake",15922,"Radiocarbon_34861",6070,1
"JAYLAKE","Jay Lake",15922,"Radiocarbon_34862",8440,1
"JAYLAKE","Jay Lake",15922,"Radiocarbon_34863",8440,1
"JAYLAKE","Jay Lake",15922,"Radiocarbon_34864",9280,1
"LORRAINE","Lorraine Lake",17404,"Core top_37502",-30,0
"LORRAINE","Lorraine Lake",17404,"Ambrosia rise_37503",100,0
"LORRAINE","Lorraine Lake",17404,"Radiocarbon_37504",2705,1
"LORRAINE","Lorraine Lake",17404,"Radiocarbon_37505",4583,1
"LORRAINE","Lorraine Lake",17404,"Radiocarbon_37506",7020,1
"LORRAINE","Lorraine Lake",17404,"Radiocarbon_37507",9500,1
"PENEGOR","Penegor Lake",17406,"Core top_37522",-35,0
"PENEGOR","Penegor Lake",17406,"Ambrosia rise_37523",80,0
"PENEGOR","Penegor Lake",17406,"Radiocarbon_37524",3070,1
"PENEGOR","Penegor Lake",17406,"Radiocarbon_37525",4550,1
"PENEGOR","Penegor Lake",17406,"Radiocarbon_37526",5440,1
"PENEGOR","Penegor Lake",17406,"Radiocarbon_37527",7190,1
"PENEGOR","Penegor Lake",17406,"Radiocarbon_37528",8670,1
