id,handle,type,depth_ps,geo_age_ps,x,y,set_year
29,ALLIE,Presettlement_paleon,50,113.356598192158,109713.936799965,977523.885962526,95
223,BADMED,Presettlement_paleon,20,51.1760522435206,83027.2967177605,1242568.51574078,76
241,BBASS,Presettlement_paleon,10,24.4741628447875,195674.921407681,1114636.89343597,80
249,BECKMAN,Presettlement_paleon,83,83.3616170578624,225860.925100248,1031871.05543425,94
3062,BECKMNBG,Presettlement_paleon,35,80.8333757784925,225860.925100248,1031871.05543425,94
272,BIGJOHN,Presettlement_paleon,40,55.6045541607733,122022.866251561,1285729.27075439,60
275,BILLYS,Presettlement_paleon,220,62.8136035329061,133102.2543216,1139174.43738222,80
280,BLANDIN,Presettlement_paleon,41,83.7027074731841,212989.641081798,1225260.94592028,81
287,BLUMOUND,Presettlement_paleon,11,20.9736848964135,462142.995999269,745549.409074632,116
296,BOBLAKE,Presettlement_paleon,20,57.4588423005684,285607.628979334,1160214.97986788,92
298,BOGD,Presettlement_paleon,70,91.5119032854772,101479.189332516,1245816.98709436,71
305,BOSSUOT,Presettlement_paleon,60,112.385806334624,166712.634737809,912781.837383831,95
325,BURNTSDE,Presettlement_paleon,20,45.6862942075281,348306.899741792,1297713.69156685,69
332,CAMP11LK,Presettlement_paleon,10,12.7416946653663,635928.718785106,1133028.27880558,43
334,CAMPBELL,Presettlement_paleon,50,103.281498361465,191338.406333718,955686.364030169,96
352,CEDARBLK,Presettlement_paleon,190,101.106363328725,224593.2761041,1030470.34874412,94
382,CINDY,Presettlement_paleon,20,50.5305438383059,118146.606992935,1242767.28166037,72
515,MNGRCL,Presettlement_paleon,40,91.1893918924249,12403.1964222655,1100005.35355526,82
521,CRAZY,Presettlement_paleon,40,87.4631805577999,58745.1608008107,1252912.7176246,75
532,CUB2,Presettlement_paleon,24,49.4469211719255,864728.728170992,904696.221088265,43
545,DALTON,Presettlement_paleon,40,84.0657870921155,27639.5488726582,1144129.65510178,81
679,DEMONTLK,Presettlement_paleon,60,133.424522393078,858474.955393812,769048.302064685,110
684,DEVILSWI,Presettlement_paleon,22.5,72.9789562903463,476056.304345733,781730.52752116,104
3081,DISTRHFT,Presettlement_paleon,80,107.523687179158,525722.182500445,833581.658372948,99
717,DOGFISH,Presettlement_paleon,25,50.4965431330419,337509.837343369,1327924.4270101,55
781,EASTTWIN,Presettlement_paleon,30,80.1327781886828,199372.362344846,1024929.03742438,95
786,EGGERT,Presettlement_paleon,40,97.8708561233913,178418.072165914,930743.784850951,95
817,FAITH,Presettlement_paleon,30,72.0650009865604,33497.0637751347,1267069.0721991,78
822,FARQUAR,Presettlement_paleon,50,112.136828845481,218186.64208869,958014.902012345,96
824,FAWNLAKE,Presettlement_paleon,30,75.186541659995,116910.403055365,1135672.91149826,87
846,FOXPOND,Presettlement_paleon,50,93.7690154412545,71657.4290798263,1248937.30099233,75
847,FRAINSLK,Presettlement_paleon,410,424.259937084011,968573.108404928,639739.734765968,110
850,FRENCH,Presettlement_paleon,660,85.9350017382736,122633.929290218,991686.939699306,94
860,GASS,Presettlement_paleon,60,113.166241579434,641295.111114483,840927.292239302,116
869,GEORGE,Presettlement_paleon,40,96.4923208017845,155119.584058485,907176.523999103,95
15245,MNBELG,Settlement_32973,37.5,86.505969771782,155119.584058485,907176.523999103,95
967,GOLDSMTH,Presettlement_paleon,20,54.9309466301214,296209.845608153,1153347.8349059,92
990,GRICE,Presettlement_paleon,30,70.1570955130348,57572.0892709998,1255478.37691274,75
1032,HEMOPOND,Presettlement_paleon,60,102.871185311416,77382.6832580704,1244451.96546483,76
1109,HORSE,Presettlement_paleon,40,84.5502162688337,48732.0410140794,1254384.52185562,79
1111,HOSTAGE,Presettlement_paleon,40,67.2657367831082,169178.823979438,1165575.58594639,79
1134,HUGLAKE,Presettlement_paleon,24,50.3391176482812,427498.772250313,1293413.9180913,65
1153,IRVIN,Presettlement_paleon,25,41.0324293570975,214753.548505461,1225280.88533052,81
3138,JACOBSN2,Presettlement_paleon,125,57.5994412175527,275011.286323306,1137169.79112615,81
15274,MNSHBL,Presettlement_paleon,20,57.9555000518508,164069.474393861,1040205.48115173,94
1446,KEGAN,Presettlement_paleon,30,77.8939280428675,221935.359807778,957574.774271244,96
3452,KELLHOL2,Presettlement_paleon,21,15.9791368225497,444723.936510177,994596.812470678,43
1448,KELLNERS,Presettlement_paleon,60,95.8736565605879,633325.771426097,862337.871520861,104
3455,KIRCHNR2,Presettlement_paleon,22,68.3145224581102,221649.926486999,959010.866477861,96
1524,KITCHNER,Presettlement_paleon,60,72.6521629197234,672949.509957926,1019436.6768787,90
1552,KRYZ,Presettlement_paleon,30,74.1527672577114,262480.340950389,1131531.48230106,80
1581,LAKE27,Presettlement_paleon,20,87.9642489112818,879352.164766854,945226.540184882,43
1584,LAKEANN,Presettlement_paleon,60,107.541987106869,186790.609494993,1036849.24633744,95
1588,LAKECARL,Presettlement_paleon,50,108.386068493315,219129.37486314,962575.392478407,97
1629,LEWISLK,Presettlement_paleon,40,88.846344126303,216377.850418702,1069467.537539,93
1633,LILYLAKE,Presettlement_paleon,1345,107.788105947402,248686.155201428,987027.696686918,103
1639,LITTBASS,Presettlement_paleon,1300,58.293147642771,220145.929849084,1241471.17107877,81
1665,LOSTLAKE,Presettlement_paleon,10,33.392264840586,639675.130018375,1138692.68012836,43
1708,MARTINPD,Presettlement_paleon,50,90.7322973146438,117799.057747585,1243006.11516788,72
1720,MCCRANEY,Presettlement_paleon,30,67.6971175735472,60960.519960891,1251259.60867284,75
1735,MENDOTAC,Presettlement_paleon,65.5,112.425855385658,498782.725726672,744488.118802167,116
1757,MINNIEN,Presettlement_paleon,40,81.3126476644308,114173.268595868,1251503.78713486,72
3492,MINNIEO,Presettlement_paleon,60,93.3212564486916,114173.268595868,1251503.78713486,72
1777,MUDLKMN1,Presettlement_paleon,40,92.1085454840071,158250.331085676,905998.393172662,95
1778,MUDLKMN2,Presettlement_paleon,50,68.4484498528645,127450.171793184,1207028.65256114,79
1781,MURPHY,Presettlement_paleon,90,119.974948434623,203685.548052454,954609.919766159,96
1786,MYRTLE,Presettlement_paleon,186,67.6592646327473,246021.47198662,1316332.62555567,67
1830,ONAMIA,Presettlement_paleon,30,71.8714058563709,196641.747419429,1107803.83158335,80
1831,ONDRISPD,Presettlement_paleon,210,88.6711864725699,145135.325357733,1145466.37678702,80
3541,PGONIABG,Presettlement_paleon,35,83.4785860567464,185614.101733716,993219.091045937,95
3558,POGONIA,Presettlement_paleon,330,89.0204227678004,185614.101733716,993219.091045937,95
3788,THRDBGW,Presettlement_paleon,60,95.5500597490871,349247.185574197,1317157.44124853,50
1884,PENNINGT,Presettlement_paleon,50,95.0802611346774,223830.080086334,1072020.60660846,93
1891,PETERSL,Presettlement_paleon,100,112.889340810671,86441.314409346,1224339.54089977,72
1955,PLEASAMN,Presettlement_paleon,40,96.4923208017845,184729.084365352,945162.408156753,95
1966,PORTAGE,Presettlement_paleon,35,55.0391928872182,178688.459922578,1223950.61357802,77
2011,RADTKE,Presettlement_paleon,52,107.839012588685,607640.258110912,770452.920813728,104
2051,REICHOW,Presettlement_paleon,30,72.9777732160056,55995.2706162175,1254277.16667578,79
2053,REIDEL,Presettlement_paleon,496,104.654344905986,76346.935753667,1140873.80499771,79
2062,RHOLL,Presettlement_paleon,20,52.2763703648813,33915.336825595,1303938.98567383,78
2314,RUTZLAKE,Presettlement_paleon,560,174.566857745695,165389.006576571,977439.088810628,95
2354,SEDIVY,Presettlement_paleon,60,93.7653854721685,51847.9506585086,1256975.23218112,79
3620,SEIDEL02,Presettlement_paleon,40,98.9506498576403,661058.891804945,884429.934372421,104
2375,SHAGAWA,Presettlement_paleon,40,83.1989642236505,357722.402042141,1295853.07177323,66
2383,SILVERMN,Presettlement_paleon,70,104.618094889595,138782.169734268,983838.737463492,94
2394,SISEEBA,Presettlement_paleon,41,82.2707653110027,211737.715604547,1225424.25507873,81
2581,SOLUM,Presettlement_paleon,40,89.8521323075918,10923.0306011806,1201898.16368986,80
2584,SOSTANCH,Presettlement_paleon,30,82.1673823849808,208135.003771951,1067772.04683308,98
2585,SPECTACL,Presettlement_paleon,40,96.123208413517,210487.111983245,1050323.62139282,93
2586,SPIRIT,Presettlement_paleon,20,55.2706568087114,715663.596791599,1106890.75250386,99
2600,STCATHER,Presettlement_paleon,50,103.287551552679,195240.613335738,946171.812371238,95
2605,STONE,Presettlement_paleon,30,78.8872546274346,199240.545084148,1032429.49824282,95
2613,SUNFISH,Presettlement_paleon,40,98.5885932185726,224832.182288653,970268.725257146,97
2624,TAMARACK,Presettlement_paleon,13,51.5863442120389,345952.20752275,875441.466510828,99
2638,TERHELL,Presettlement_paleon,40,68.8751257771528,55066.2021300448,1254704.38922792,79
2640,THOMPSON,Presettlement_paleon,30,83.8269022921283,32176.1749156691,1258527.01371588,79
2648,TOENJES,Presettlement_paleon,60,106.031953570929,163767.255049315,1038096.46056354,94
2881,TWINMN1,Presettlement_paleon,50,103.020792981062,232876.45277338,1078560.20797804,95
2888,UPGRAVEN,Presettlement_paleon,160,84.2299367722886,74154.4079411464,1138108.01774884,79
3831,VESTABRG,Presettlement_paleon,618,71.9309679077608,867757.996674814,761807.193165803,110
3837,WEBERLK,Presettlement_paleon,60,92.526934745676,367893.643012434,1244957.97445237,56
2948,WENTZEL,Presettlement_paleon,55,111.481336960024,113729.588239272,1218398.90904063,77
2952,WHITLIL1,Presettlement_paleon,40,98.1151141192827,241108.300514199,1104158.26941576,95
2961,WINTERGR,Presettlement_paleon,68,110.625399205172,824316.939037802,649775.618102449,110
3031,WOLSFELD,Presettlement_paleon,714,92.3709595668011,189694.866555631,989319.526546676,95
3032,WOLVERIN,Presettlement_paleon,15,-28.9816656484719,814916.936097577,1098559.14002839,43
3035,WOODLAKE,Presettlement_paleon,100,87.3658492464744,465839.290126148,996486.90656434,43
10970,SOUHERON,Presettlement_paleon,36,88.8739258921703,39429.1361516097,865859.143501355,92
10971,OCHEDA,Presettlement_paleon,36,85.4682133399482,7852.2007114708,853770.306904406,82
10973,BLOMFORD,Presettlement_paleon,40,90.109716567765,229033.809349671,1039162.75508916,96
10974,FAWNANMN,Presettlement_paleon,40,88.834290255015,235709.418943392,1028658.79169368,95
10975,FROVOLD,Presettlement_paleon,30,66.6108750626992,40965.3050406653,1052229.35783248,83
10976,GOOSEMN,Presettlement_paleon,35,80.417149401637,110043.874295033,998434.888206856,94
10977,OLSONMN,Presettlement_paleon,1080,94.488161394377,204551.436350912,1156599.04195553,80
10983,RNDGROVE,Presettlement_paleon,45,98.9281424867926,113282.056133147,966385.217471672,95
12001,LTDOLLAR,Presettlement_paleon,12,-27.86883931269,841291.721500651,1070737.91816573,104
12005,MNLYC2,Presettlement_paleon,25,58.1059541518651,18847.3212622951,970076.405813252,86
12006,MONSON,Presettlement_paleon,80,110.801505754993,61970.9276193022,1043054.63868706,93
12007,DEANS,Presettlement_paleon,80,115.51217967163,196277.758947598,962692.358610003,96
12008,EMILY,Presettlement_paleon,153,149.017169484151,152333.976924338,916052.044685713,96
12009,PERCHMN,Presettlement_paleon,80,102.478098129829,61951.3852929127,1140776.73071721,79
12010,CHUBLAKE,Presettlement_paleon,195,81.0882573504523,211245.556465023,937044.863335701,96
12011,MNDLLR,Presettlement_paleon,35,70.035193814702,48918.8151761407,1098832.43779926,84
12012,ZIEBELL,Presettlement_paleon,50,78.2838937769664,75329.9269609796,1123404.49099384,79
12013,MNDLML,Presettlement_paleon,65,91.3368116336895,56915.8817385947,1103917.66346411,84
12014,LYBECK,Presettlement_paleon,55,84.0209702448678,34491.9242388118,1086756.75232056,83
12015,UNION,Presettlement_paleon,45,91.2841211807934,65327.8493474331,1098091.28334341,84
15248,ALBERTL3,Ambrosia rise_33009,61.5,91.0627427882118,193492.153952912,837111.048630138,96
12024,EVRHRTLK,Presettlement_paleon,35,74.8490769530558,180630.074533319,834819.111961833,96
13029,SHARKEY,Ambrosia rise_18438,1569,92.0105956696359,196353.664564324,942161.938543656,95
13032,KIMBLE,Presettlement_paleon,1910.5,323.224484917567,157328.313411382,905317.351926584,95
13047,IRWINSMT,Presettlement_paleon,16.5,23.3385971039026,971569.65197355,939666.976445116,43
13051,WESTOLAF,Presettlement_paleon,165,84.0914384685301,14557.6549802276,1194129.09633485,80
13056,OAKGLEN,Presettlement_paleon,258,115.768010430512,213443.296186673,865674.709662242,96
13057,CAMPLAKE,Presettlement_paleon,40,88.0283107672608,54770.3976843801,1053373.83261386,93
13060,ADELINE,Presettlement_paleon,28.5,31.8468612448303,392090.017961711,1111623.90980303,43
13069,ELEVENS,Presettlement_paleon,26.5,33.5817628777413,367932.922498393,1122918.95384117,43
13071,ESKALAKE,Presettlement_paleon,17.5,-16.5836249513599,423500.653024989,984376.704735822,43
13073,FALLISON,Presettlement_paleon,23.5,17.0746568145296,507717.032464717,1066569.93619601,43
14270,BASSK,Settlement_30515,43,94.7060750081961,90982.3483906685,1024720.70558696,93
14403,SALLIE,Ambrosia rise_30747,48,71.9340653755747,39523.7422069894,1209660.75208467,80
14435,MNPPJL,Ambrosia rise_30798,30,86.6663652942905,64521.7856262943,1056154.65291163,93
14446,HELLHOLE,Presettlement_paleon,16.5,11.3400268468655,305160.267847258,1063039.71313583,43
14535,LILY,Settlement_31012,101,95.171807282865,172806.603751008,900362.916952259,96
14537,KELLYDUD,Settlement_31020,30,88.1520464002001,196745.946548147,915414.927218457,95
14539,MARTHA,Settlement_31029,67,94.868217913156,178686.46401102,1006111.62596011,92
14626,MINNREG,Settlement_31270,45,48.9024262148657,204994.092643534,952398.525767773,96
14631,AMBER,Settlement_31289,58,90.8417738604339,97770.6557846897,844749.98277805,96
14633,CAMP,Settlement_31297,54,90.6500759518526,151459.501589684,1012019.10822585,93
14635,CRYSTAL,Settlement_31305,53,106.441020746195,208606.184523449,911575.845994256,96
14637,FISHL,Settlement_31313,50,88.1881854335492,171303.258385007,904668.670269736,96
14639,FISHS,Settlement_31322,69,96.2884411521368,193496.337612673,949170.937198225,95
14641,EAGLEL,Settlement_31331,91,99.137492260911,158575.794273149,971375.84276955,94
14643,EMILY_NE,Settlement_31339,101,100.825360268792,152853.918780473,916560.285063892,96
14645,FULLER,Settlement_31347,53,92.8470660801024,156698.403940334,1040482.08819966,94
14933,NELSONMI,Ambrosia rise_31861,12,17.0981578654725,835863.525509686,1075635.78525994,99
15032,MUDLKMI,Ambrosia rise_32221,19,-47.6288590741274,616273.445463919,1185852.88006616,104
15167,MNCLEB,Ambrosia rise_32741,17.5,60.8422499912167,97540.3846250611,1247722.5106476,71
15168,MNCLEC,Ambrosia rise_32743,25,67.4614666926607,97540.3846250611,1247722.5106476,71
15169,MNCLE4,Ambrosia rise_32745,27.5,70.231340123259,97540.3846250611,1247722.5106476,71
15219,MNCLED,Ambrosia rise_32920,32,59.5578720438694,97540.3846250611,1247722.5106476,71
15269,MNCLEL,Ambrosia rise_33099,46.5,64.3212736878293,97540.3846250611,1247722.5106476,71
15228,MNBCSC,Settlement_32947,54,77.9643909690033,41243.7975616644,1212941.49212861,79
15252,MNCLSQ,Ambrosia rise_33053,6.05,58.4928447025067,94074.418584051,1252639.05704606,75
15254,MNCHLH,Ambrosia rise_33056,35,67.5449130864567,236972.432076886,1049095.51006458,96
15256,MNOTCL,Ambrosia rise_33058,35,74.233629160674,72526.2581222338,1136196.64939661,79
15266,MNCVTL,Settlement_33096,96.65,103.274874323618,182979.152403488,975467.605857048,95
15273,MNWSSO,Ambrosia rise_33146,802,99.8513574247898,186355.283264272,866078.761291319,96
15294,MNHNLL,Ambrosia rise_33215,840,111.907971568245,190736.788508905,987371.703300735,95
15318,MNHNWB,Ambrosia rise_33312,11.5,95.6044394870019,189531.962237401,989198.010662575,95
15460,ADVENTUR,Settlement_33649,29.5,82.3400189321551,330395.301727178,1094136.40917019,43
15463,BENACH,Settlement_33658,14.5,84.4252609581,304059.576896767,1078954.87904159,43
15477,BLUEJ,Settlement_33662,24.5,77.7195671658629,365795.55829206,1125770.01259895,43
15478,BROZIE,Settlement_33664,39.5,86.3635992616744,315880.047973587,1081202.58188829,43
15479,CAMPTWO,Settlement_33666,78.5,105.46045755264,375616.480586395,1135446.48213104,43
15660,BUCKMI,Settlement_34012,80,102.342642233222,762185.589125341,1110547.27199743,99
15740,HEMLOCK,Ambrosia rise_37152,18,-31.8351943226388,389673.231228143,1112417.10958905,43
15882,WARNERWI,Presettlement_paleon,70,443.47125342379,323024.389672972,1098340.70496084,43
17387,BEAVERWI,Ambrosia rise_37380,22,77.6177316993834,613359.974285349,939510.585123773,43
17404,LORRAINE,Ambrosia rise_37503,113.5,106.239559993338,750618.70196745,1069122.08637935,43
17406,PENEGOR,Ambrosia rise_37523,13,59.9046587187341,571203.154526436,1131454.95606632,99
CLH5,LONE,Presettlement_paleon,17.5,101.983489027389,302498.000180279,1076161.34728532,43
CLH4,LILY04,Presettlement_paleon,34.5,60.3495651340152,305661.995708867,1079278.9875464,43
